MedicineID,Name,manufacturer_name,Price
405,"Ducent 20 Tablet","Quince Lifesciences Pvt Ltd",87.1
406,"Loyosym 250mg Tablet","Symbiosis Pharmaceuticals Pvt Ltd",45
407,"Ocdine Mouth Wash","Octane Biotech Pvt Ltd",90
408,"Copred-M Eye Drop","Kinetic Lifescience (OPC) Pvt Ltd",130
409,"Pulmosil 0.8mg Injection","Sun Pharmaceutical Industries Ltd",2195
410,"Netromycin 10mg Injection","Fulford India Ltd",33
411,"Rosugo 5mg Tablet","Seluria Pharmaceuticals",65
412,"Amiot 1gm Injection","Mars Aventis Lifecare",799
413,"Ventomet 500mg Tablet XL","Nicson Pharma",15
414,"Ritlid 100mg/500mg Tablet","RSR Healthcare",22
415,"A Fresh Mouth Wash","Arika Healthcare",42
416,"Penom Clav 500mg/125mg Tablet","Apostle Remedies",96
417,"Monterax L Tablet","Raxon Lifesciences Pvt Ltd",99
418,"Opicetam 800 Tablet","Stermed India",156
419,"Lefast M 5mg/10mg Tablet","Sea Life Care",69
420,"Colitab MF 10 mg/250 mg Tablet","Swiss Pharma Pvt Ltd",27
421,"Benipath 4 Tablet","Lupin Ltd",80
422,"Warine 500mg Injection","Grapple Life Sciences Pvt Ltd",47
423,"Ergagin 0.125mg Tablet","Mercury Laboratories Ltd",81.25
424,"Setcool Syrup","Avalanche Pharmaceuticals",31.5
425,"Glucodrive G 2mg/500mg Tablet PR","Addii Biotech Pvt Ltd",112
426,"Tearflo Eye Drop","Flagship Biotech International",70
427,"Fozone 250mg Injection","Progressive Life Care",31.5
428,"Glistodent Toothpaste","Galpha Laboratories Ltd",80
429,"Salvagesic 100mg/325mg Tablet","Salvus Pharma",40
430,"Visthro 500mg Injection","Vistica Life Sciences",48.75
431,"Emeran 2mg/5ml Syrup","Biological E Ltd",37
432,"Omerose 20mg Capsule","Medirose drug & pharma",32.83
433,"Castron 4mg Tablet","Casca Remedies Pvt Ltd",29
434,"Zipod CV 200mg/125mg Tablet","FDC Ltd",309
435,"Nurocap G 300mg/500mcg Tablet","Sycap Pharma",66
436,"Maczone Plus 250 mg/125 mg Injection","Macleods Pharmaceuticals Pvt Ltd",51
437,"Saicaine Injection","SPM Drugs Pvt Ltd",13
438,"Cefpogem 50mg Tablet","Agron Remedies Pvt Ltd",48
439,"Gabatol 300mg Capsule","Cyril Pharmaceuticals",94
440,"Grawel 1mg Tablet","Zee Laboratories",40
441,"Bycold 500mg/25mg/4mg Tablet","Parenteral Drugs India Ltd",40
442,"Eso-Zan Injection","Suzan Pharma",259
443,"Etimax 0.25mg Tablet","Thyone Health Care",42
444,"Ascam D Syrup","RSR Healthcare",68
445,"Neual 10 Tablet","Emcure Pharmaceuticals Ltd",83.1
446,"Candiwell 1% Soap","Altrawell Biotech Pvt Ltd",150
447,"Disermed MR 250mg/50mg/325mg Tablet","Meditouch Wellness",90
448,"Mycobek 2% Cream","Helbek Pharma",122
449,"Voxiflox OZ 200mg/500mg Tablet","Volks Biotech",95
450,"Iten 20mg Capsule","Riasmo Lifesciences",177
451,"Cefup 1000 mg/500 mg Injection","Sanat Products Ltd",32.83
452,"Rexigut 200mg Tablet","Leeford Healthcare Ltd",185
453,"Fuzy 6mg Tablet","Progressive Life Care",75
454,"Malwin 50mg Tablet","Santo Formulations",170
455,"Ronaus 2mg Injection","Ropoz Lifesciences Private Limited",16
456,"F Tin 10mg Tablet","A N Pharmacia",27.32
457,"Vizitra 100mg Capsule","Sol Derma Pharmaceuiticals Pvt Ltd",97
458,"Optor 10mg Tablet","Opsiscare Lifesciences Pvt Ltd",53
459,"Hopetel M 40mg/50mg Tablet ER","Aletheia Medicare Pvt Ltd",148
460,"Glyact-M Tablet","Krishgir Pharmaceuticals Pvt Ltd",40
461,"Rostrum 40 Tablet","Rostrumed Biotech Pvt Ltd",90
462,"Ompire D 10mg/20mg Capsule","Spire Pharma",39
463,"Emox 500mg Tablet","Elegant Drugs Pvt Ltd",58
464,"Azamra 200mg Suspension","Amra Remedies",45
465,"Nimez 100mg Tablet","Kaizen Pharmaceuticals Pvt Ltd",29.67
466,"Alfabet Eye Drop","His Eyeness Ophthalmics Pvt Ltd",280
467,"Difirn 50mg Capsule","Genesis Biotech Inc",99
468,"Elicef 200mg Tablet DT","GRAF Laboratories Pvt Ltd",235
469,"Zora 20mg Tablet","Corona Remedies Pvt Ltd",45
470,"Zipod 100mg Tablet DT","FDC Ltd",121
471,"Clavoiz DS Dry Syrup","Voizmed Pharma Pvt Ltd",110
472,"Clavzen 500mg/125mg Tablet","Elder Pharmaceuticals Ltd",169.47
473,"Broncheal T Syrup","Heal Dose",73
474,"Ziprax CL 200mg/125mg Tablet","Cipla Ltd",210.5
475,"Dezdin Tablet","Solace Biotech Ltd",59
476,"Epixyl Tablet","Litaka Pharmaceuticals Ltd",10.68
477,"IBUZONE PLUS 400MG/500MG TABLET","Zee Laboratories",13.5
478,"Zymotryp-DP Tablet","Solace Biotech Ltd",89
479,"Gladmet G 1mg/1000mg Tablet","Geniemed Pvt Ltd",83
480,"Coeamax 250mg/125mg Tablet","Koye Pharmaceuticals Pvt ltd",165
481,"Qinomil 200 Tablet","Meditouch Wellness",60
482,"Fracef 500mg Injection","Frank Medilink",45
483,"Osteoway-GM Tablet","Lezaa Biotech",135
484,"Toriflam P 60mg/325mg Tablet","Exsan Healthcare",115
485,"Movitol Oral Emulsion","Laxian Healthcare",140
486,"Azith 500mg Tablet","Zee Laboratories",228.93
487,"Rosloy Asp 10mg/150mg Capsule","Lloyd Healthcare Pvt Ltd",86.31
488,"Avutine 8mg Tablet","Avunu Life Sciences",45
489,"Jornoff 200mg Tablet","Jaqson Healthcare Pvt. Ltd",48.4
490,"Artefed 60mg Injection","Fedley Healthcare Private Limited",165
491,"Mirza 15mg Tablet","Nusearch Organic",109.72
492,"Pazon 40mg Tablet","Medikem Pharmaceuticals",56
493,"Fexall 120mg Tablet","Abyss Pharma Pvt Ltd",100
494,"Pogo 100mg/5ml Dry Syrup","Cassel Research Laboratories Pvt Ltd",95.87
495,"Fetpan 40mg Injection","Mosfet Healthcare Pvt Ltd",56
496,"Raftria 1000mg Injection","Raj Bioceuticals",75
497,"N-Lok 10 Tablet",Medopharm,71.25
498,"Mdther 150mg Injection","Maneesh Pharmaceuticals Ltd",58.37
499,"Levipil Syrup","Sun Pharmaceutical Industries Ltd",408.95
500,"Rabibit DSR Tablet","Cubit Healthcare",79
501,"Cefura 250mg Tablet DT","Secure Healthcare India Pvt Ltd",320
502,"Suplo S 200mg Tablet","Mapra Laboratories Pvt Ltd",45.56
503,"Ospol 200mg Tablet","Symbiosis Life Sciences Limited",53
504,"Atorlip 5 Tablet","Cipla Ltd",68.8
505,"Renitab 300mg Tablet","Micro Labs Ltd",8.7
506,"Telzotan H 40mg/12.5mg Tablet","Calen Biotech",81
507,"Azimax 500 Tablet","Cipla Ltd",71.7
508,"Denzo Gel","Algen Healthcare Limited",105
509,"Vomsyt 8mg Tablet MD","Scotwin Healthcare",85
510,"Tenaclav 200 mg/28.5 mg Dry Syrup","Shreeyam Healthcare",55.31
511,"Picetam 800mg Tablet","Gloucester Pharma",118
512,"Cefocef O 100mg Tablet","Centaur Pharmaceuticals Pvt Ltd",63.85
513,"Sial 200mg Tablet","Imed Healthcare",199
514,"Ramigal 5mg Tablet","Galpha Laboratories Ltd",77.9
515,"Sukan 1gm Syrup","Kansas Labs",135
516,"Zinocarb 50mg Capsule","Miracalus Pharma Pvt Ltd",350
517,"PX CT 3mg/40mg Capsule SR","Gonan Pharma",170
518,"Cidlast-A Suspension","Axis Labs Pvt Ltd",110
519,"Xymet 0.1% Nasal Drops","Aver Pharmaceuticals Pvt Ltd",38
520,"Ondanhill 4mg Tablet MD","Tophill Pharma Ltd",44
521,"Sevlabest 800mg Tablet","Grefith Life Sciences Pvt Ltd",365
522,"Cefonox CV 200mg/125mg Tablet","Wannock Pharmaceuticals",201
523,"Grisure 500mg Tablet","Indiabulls pharmaceutical ltd",145.2
524,"Gzlcef 200mg Tablet","Gedzrlvin Pharmaceuticals Pvt Ltd",159.9
525,"Jintum 250mg Injection","Om Biotec",97
526,"Paraset 650 Tablet","Edrant Pharmaceuticals",19
527,"Aarfen MR 100mg/325mg/250mg Tablet","Aarcin Pharmaceutical LLP",60
528,"Mycobal Plus Plus Injection","Marc Laboratories Pvt Ltd",66
529,"Nimucet NF 125mg Syrup","Intas Pharmaceuticals Ltd",20
530,"Valpex 500mg Tablet ER","Alkem Laboratories Ltd",30.02
531,"Alpuric 100mg Tablet","Carise Pharmaceuticals Pvt Ltd",15
532,"Mic Sef 500mg Tablet","Alde Medi Impex Ltd",399.6
533,"Gelucaine Suspension","The Pharmed Research Lab Pvt Ltd",63
534,"Lab 100mg Tablet","Akumentis Healthcare Ltd",113.33
535,"Abingem 1.4gm Injection","Miracalus Pharma Pvt Ltd",7500
536,"Ubernac-MR Tablet","Ventura Pharmaceuticals",95
537,"Axipar SP Tablet","Cure Tech Skincare",105
538,"CT-Don 12.5 Tablet","Novazen Pharmaceuticals",110
539,"Meth OD 10mg Tablet","Intas Pharmaceuticals Ltd",121
540,"Cubast 10mg Tablet","Cubit Healthcare",66.75
541,"Perirex 1.5mg Tablet","Ryon Pharma",16.5
542,"Imalek 400mg Tablet","Sun Pharmaceutical Industries Ltd",1715.4
543,"Lxfero Injection","Lxora Life Sciences",239
544,"Antipod 200 Tablet DT","Gentronix Lifecare Pvt Ltd",160
545,"Eminaz 2mg Tablet","Emenox Healthcare",63.81
546,"Sofcef 1000mg Injection","Soft Pharmaceuticals",83.82
547,"Azuvas-F 20 Tablet","Azkka Pharmaceuticals Pvt Ltd",119.9
548,"Arpidon 5mg Tablet","Bondane Pharma",47
549,"Brogikoff Syrup","Viwacure Healthcare Pvt Ltd",129
550,"Ryps Forte 100000AU Tablet","Jabs Biotech Pvt Ltd",108
551,"Defrich Syrup","Pharma Drugs & Chemicals",70
552,"Entogesic 100mg/325mg Tablet","Entod Pharmaceuticals Ltd",35
553,"Trijet 10mg/325mg/5mg Tablet","Novita Healthcare Pvt Ltd",27.5
554,"Lipgard 20mg Tablet","Allied Chemicals & Pharmaceuticals Pvt Ltd",110
555,"Magsone M Cream","Magnum Pharmaceuticals",110
556,"Flumol 250mg/5ml Suspension","Elder Pharmaceuticals Ltd",13.2
557,"Ulinim-P Tablet","Unique Life Sciences (P) Ltd",37
558,"Gofalcy-AL Tablet","BMW Pharmaco India Pvt. Ltd.",178
559,"Volmisar 10mg Tablet","Vrinda Life",44
560,"Flu 150 Tablet","Cure Kelvin",17
561,"Montemac 5mg Tablet","Macleods Pharmaceuticals Pvt Ltd",75.9
562,"Pentovex-DSR Capsule","Vexilla Healthcare",87
563,"Glimiwin MV2 Tablet","Docwin Healthcare",79.9
564,"Itowar 200 Capsule","Syndicate Life Sciences Pvt Ltd",111
565,"Glimzab M 2mg/500mg Tablet","Neucure Lifesciences Private Limited",120
566,"Amrobest Cream","Indolands Pharma Pvt Ltd",185
567,"Amifin 250mg Injection","Staunch Biotech",35.5
568,"Alleto-L Syrup","Santo Formulations",50
569,"Moxicin 0.5% Eye Drop","Growell Vision",81.5
570,"Cogmentin 5mg/5mg Tablet","Alteus Biogenics Pvt Ltd",239.18
571,"Novopip TZ 4000mg/500mg Injection","NovoLilly Pharmaceutical Pvt Ltd",493.19
572,"Obrapan D 30mg/40mg Capsule PR","Larizona Pharmaceutical Private Limited",79
573,"Actodip 50mg/325mg Tablet","Fitwel Pharmaceuticals Private Limited",58
574,"Zosta 40mg Tablet","USV Ltd",105.71
575,"Zykinase 1.5 MIU Injection","Cadila Pharmaceuticals Ltd",3898.08
576,"Linopin Tablet","Pinarc Life Sciences",208.5
577,"Ketosa Solution","Sarmain Pharmaceuticals",98
578,"Teraxo-S 1.5GM Injection","Zenexa Healthcare",150
579,"Mecadrol 50mg Injection","Mediphar Lifesciences Pvt Ltd",141
580,"Rabby 20mg Tablet","Welbe Life Sciences",40
581,"Itranase 200mg Capsule","S&S Health Care",111
582,"Zyronic 100mg Tablet","Rx Healthcare Ltd",36
583,"Vincitam 60 Injection","Vinson pharma",316.7
584,"Seplyser Syrup","Sepik Life Sciences",65
585,"Cico 1% Cream","Brinton Pharmaceuticals Pvt Ltd",250
586,"Moxclik-CV LB Tablet","Curasia Medilabs",188.8
587,"Noblok-AF Syrup","Mankind Pharma Ltd",66.55
588,"Respizer L Oral Drops","Laxter Pharmaceutical Pvt Ltd",34
589,"Rosameg Gold 75mg/10mg/75mg Capsule","Ridhima Biocare",130
590,"Zyncet A Tablet","Torrent Pharmaceuticals Ltd",16.76
591,"Serimet Tablet","Hamps India Pvt Ltd",53.43
592,"Zymocef 250mg/125mg Tablet","Venus Remedies Ltd",196.87
593,"Eprilom 150mg/200mg Tablet","Jubilation Bio Science",239
594,"Fetnim P 100mg/325mg Tablet","Mosfet Healthcare Pvt Ltd",30
595,"Dzcot 30mg Tablet","Sain Medicaments Pvt Ltd",250
596,"Shipect D Syrup","Shilpex Pharmysis",112.5
597,"Aldosh Suspension","Osho Pharma Pvt Ltd",16
598,"B Bact Ointment","Wallace Pharmaceuticals Pvt Ltd",159
599,"Mindwave 50 Tablet","Brainwave Healthcare Pvt Ltd",138
600,"Pantastic D Capsule PR","Wanbury Ltd",150.4
601,"Oflxcin 400mg Tablet","Bombay Tablet Mfg Co Pvt Ltd",32.78
602,"Preega M 150 Capsule","Talent India ",200
603,"Trilin Syrup","Zorion Drugs & Herbs Pvt. Ltd.",86
604,"Finecort 6mg Tablet","Sunfine Healthcare",95
605,"Levoglan 500mg Injection","Gland Pharma Limited",184.8
606,"Solvodep 30 Tablet","Ealpharm Life Sciences Pvt Ltd",133
607,"Superfen-BL Tablet","Celsius Healthcare Pvt Ltd",99.9
608,"Iladac 10 Tablet","Zydus Cadila",155.1
609,"Hynic Syrup Strawberry","Cascade India Pharmaceuticals",65
610,"Solvecef-CV Tablet","Pharmatec India Pvt Ltd",350
611,"Mot-LC Tablet","ADZO Lifesciences Pvt Ltd",129
612,"Telsaan Beta 40mg/50mg Tablet","Saan Labs",110
613,"Tacronol 0.1% Ointment","Knoll Pharmaceuticals Ltd",260
614,"Serolo-DP Tablet","Grapple Life Sciences Pvt Ltd",75
615,"Tribest Syrup","Trikut Humanities Bio Science Pvt Ltd",79
616,"Conzo Tablet","Maxamus Pharma Pvt Ltd",450
617,"Nicare P Syrup","Solace Biotech Ltd",24.66
618,"Zantof LB 400mg Tablet","Nexus India",77
619,"Rtcare Syrup","Pyrocare Pharmaceuticals Pvt Ltd",75
620,"Terbidaz 250mg Tablet","Dazzle Healthcare",170
621,"Crobeta 500mg Tablet CR","Betamax Remedies",92.6
622,"Itrohit 100mg Capsule","Nihit Pharmaceuticals Pvt Ltd",170
623,"Thiopace 8mg Capsule","Minova Life Sciences Pvt Ltd",190
624,"Distaclor 500mg Capsule","A. Menarini India Pvt Ltd",195
625,"Elriz XL Tablet","Zuventus Healthcare Ltd",114.9
626,"Moxyfine CV Dry Syrup","Universal Micro Sciences",65
627,"Elstar M Syrup","Novogen Captab",75
628,"Azicure 500mg Tablet","Radicura Pharma pvt ltd",62.01
629,"Azihom 200mg Oral Suspension","Homogreen Pharmaceutical",95
630,"Sarimox-CV 500mg/125mg Tablet","Sarian Healthcare",101.6
631,"Hepakind Syrup","Mankind Pharma Ltd",55
632,"Vemol Eye Drop","Adley Formulations",24.95
633,"Acrid Mps Syrup","Accretion Pharmaceuticals",115
634,"Logofix DX 200mg/500mg Tablet","Novalab Healthcare Pvt Ltd",156
635,"Safixime 100mg Tablet","Safe Life Care",85
636,"Voglus gm 2mg Tablet","Aretaeus Pharmaceuticals",107.9
637,"Tenmed 20 Tablet","Mednich Pharmaceuticals",130
638,"Fixip CV 200mg/125mg Tablet","Cista Medicorp",170
639,"Zardcef-S 1.5gm Injection","Vibcare Pharma Pvt Ltd",114
640,"Librate 10mg Tablet","Talent India ",34
641,"Onsan-MD 4 Tablet","Dansan Medichem",46.9
642,"Starkuff LS Syrup","Sunwin Healthcare",89
643,"Sqtine 5mg Tablet","Cubit Healthcare",56.5
644,"Aziplas 500mg Tablet","Plasmid Healthcare Pvt Ltd",223
645,"Cloclinda-VT Tablet","Tas Med India Pvt Ltd",149
646,"Mikatro 500mg Injection","Tesni Pharmaceuticals",78
647,"Melflam 15mg Tablet","Cipla Ltd",17.5
648,"Acetuff P Oral Suspension","Servocare Lifesciences Pvt Ltd",48
649,"Holday 5mg Syrup","Noel Pharma India Pvt Ltd",24.5
650,"Es Robcid 40mg Tablet","Park Pharmaceuticals",85
651,"Ketoeg 2% Soap","EG Lifecare Services Pvt Ltd",115
652,"Unitrexate 50mg Injection","United Biotech Pvt Ltd",60.5
653,"Metofix-XL 1000 Tablet","Alembic Pharmaceuticals Ltd",52.98
654,"Odal Plus Oral Suspension","Klar Sehen Pvt Ltd",24.75
655,"Oxi DSR Capsule","Oximed Remedies",99
656,"Seotac D 10mg/20mg Capsule","Senate Laboratories",52
657,"Cipwin 500mg Tablet","Purewin Labs Pvt Ltd",61.5
658,"Cgfru 40mg Tablet","Cmg Biotech Pvt Ltd",5.4
659,"Odeworm Plus Oral Suspension","Vervetic Healthcare Pvt Ltd",32.5
660,"Cypidine Syrup","Ziotic Life Sciences",120
661,"Complamina Retard 500 Tablet SR","Zydus Cadila",148.22
662,"Esogp-DSR Capsule","IGP Medventures Pvt Ltd",95
663,"Emmevoiz 2mg Oral Drops","Voizmed Pharma Pvt Ltd",35
664,"Neurokia 2500 Injection","Alicanto Drugs Pvt Ltd",72
665,"Zyrova Gold 20 Capsule","Zydus Cadila",268.2
666,"Ethasyl 250 Tablet","FDC Ltd",123.9
667,"Padi K Plus 250mg/50mg/325mg Tablet","LA Grande Pvt Ltd",28.5
668,"Ctmycine 500mg Tablet","RND Laboratories Pvt Ltd",217
669,"Dito M 80mg/250mg Tablet","Lifecom Pharmaceuticals Pvt Ltd",49.9
670,"YBZ 400mg Tablet","Nuclear Pharmaceuticals Pvt Ltd",12
671,"Sentolin 2mg Syrup","Ultratech Pharmaceuticals",35
672,"MS Clav 500 mg/100 mg Injection","Calibar Pharmaceuticals",83.48
673,"Kaycide-SB 750 Injection","Stenkem Molecules Pvt Ltd",70
674,"Ipm 400 mg/325 mg/100 mg Tablet","Cipla Ltd",8.25
675,"Torgus 120mg Tablet","Ernst Pharmacia",119.9
676,"Deeflam KP 50mg/500mg Tablet","Care Pharma India Ltd",20
677,"Neosoralen Forte 25mg Tablet","Mac Laboratories Ltd",114
678,"Drozon 80mg Tablet","Canvarzys Healthcare Ltd",44.31
679,"Naxipred 8mg Tablet","VHC Pharmaceuticals",125.6
680,"Taznex 1000mg Injection","Biotic Healthcare",240
681,"Ginicef 100mg Tablet DT","Genial Lifecare",85
682,"Doxoril 100mg Syrup","Macleods Pharmaceuticals Pvt Ltd",61
683,"Immcef O 200mg/200mg Tablet","Immence Life Sciences Pvt Ltd",155
684,"Ximeceff DS Dry Syrup","Lupin Ltd",71.7
685,"Surgicef-O Tablet DT","Focus Healthcare",145
686,"Anxisure 0.5mg/10mg Tablet","Jemon Pharmaceutical",48
687,"Nausetil 5mg Tablet","Intas Pharmaceuticals Ltd",14
688,"Dip 2.5mg Tablet","Alkem Laboratories Ltd",14.9
689,"Keydep-Forte 0.5mg/10mg Tablet","Macway Biotech Pvt Ltd",97
690,"Eimorap 40mg Tablet","Haustus Biotech Pvt Ltd",62.45
691,"Arilep 300mg Tablet SR","Ryon Pharma",29
692,"AC-Breathe 200 SR Tablet","Saksham Pharmaceuticals India Ltd",179.9
693,"Pregeb NT 75mg/10mg Tablet","Torrent Pharmaceuticals Ltd",188.05
694,"Exmite AZ 500mg/500mg Tablet","Ridhima Biocare",500
695,"Olmezest 10 Tablet","Sun Pharmaceutical Industries Ltd",87.5
696,"Pioz MF G2 Tablet SR","USV Ltd",143
697,"Amicos 250mg Injection","Corona Remedies Pvt Ltd",28
698,"Pharmazin 5mg Tablet","A N Pharmacia",39.6
699,"Udcament Oral Suspension","Delcure Life Sciences",390
700,"Voglinorm GM 1/0.3 Tablet SR","Micro Labs Ltd",90.5
701,"Leveteo 250 Tablet","Matteo Healthcare Pvt Ltd",65
702,"Depzil Forte Tablet",Psycormedies,147
703,"Alon 5mg Tablet","Shrinivas Gujarat Laboratories Pvt Ltd",56.25
704,"Atorlip 40 Tablet","Cipla Ltd",239.9
705,"Olixin 10mg Tablet","Signova Pharma Pvt Ltd",56.6
706,"Gabavel 100mg Tablet","Zenolia Life Science Private Limited",59
707,"Twinsorb Shampoo","Amwill Healthcare",210
708,"Pariz 40mg Tablet","Win-Medicare Pvt Ltd",60
709,"Tecoplus 400mg Injection","H2H India Biotech Private Limited",2049
710,"Axclav 500mg/125mg Capsule","Junifer Pharmaceuticals",200
711,"Cendu 60mg Capsule","USV Ltd",126.92
712,"Odiwel 4mg Tablet MD","Dokcare Life Sciences",44
713,"Masorate Syrup Orange","Masson Healthcare Pvt Ltd",129.92
714,"Labdic 50 mg/500 mg/4 mg Tablet","Laborate Pharmaceuticals India Ltd",8.87
715,"Rabinta DXR Capsule","Intra Life",101
716,"Shilgem 1000mg Injection","Shilpa Medicare Ltd",5150
717,"Pantorite D Capsule","MHS Pharmaceuticals Pvt Ltd",77
718,"Lancer 30mg Capsule","Alkem Laboratories Ltd",35
719,"Flunero 10mg Tablet","Ernst Pharmacia",49.9
720,"Xoten C 10mg/75mg Tablet","Alteus Biogenics Pvt Ltd",119
721,"Acmic 1500mcg Tablet","Adley Formulations",94
722,"Cloridone 6.25mg Tablet","Maxford Labs Pvt. Ltd.",34.2
723,"Gracof BR Syrup","GRAF Laboratories Pvt Ltd",27.42
724,"Flarid D 50mg/10mg Tablet","Skylane Pharmaceuticals",49
725,"Af-ter Lotion","Palsons Derma",157.3
726,"Ciword 250 Tablet","Misha Biotech Pvt Ltd",550
727,"Lhd 10mg Tablet","Ipca Laboratories Ltd",31.9
728,"Abitor 20mg Tablet","Alpic Biotech Ltd",120
729,"Zetam Suspension","Allenge India",168
730,"Ascotus CF Syrup","Ridhima Biocare",60
731,"Numin Trio 2mg/500mg/0.2mg Tablet","Laxian Healthcare",141
732,"Inflacin 20mg Tablet DT","Ikon Remedies Pvt Ltd",49.5
733,"MENOLATE 500MG TABLET","Pharma Drugs & Chemicals",85
734,"Atorfit D 20mg/1000IU Tablet","Ajanta Pharma Ltd",81.63
735,"Valpo 300mg Tablet CR","D D Pharmaceuticals",66.19
736,"Abdoklis MF 80mg/250mg Tablet","Apa Pharmaceuticals",79
737,"Montizer-LC Tablet","Zering Smith Lifesciences",95
738,"Campto 100mg Injection","Pfizer Ltd",19950
739,"Medfix Forte 100mg Dry Syrup","Medmom Pharmaceuticals LLP",72.24
740,"Z Pod 50mg Dry Syrup","Arvincare Pharma",58
741,"Esnax Plus Tablet","Anax Lifescience",100
742,"Seriz Forte Tablet","Systemic Healthcare",65
743,"Carloc I 3.125 Tablet","Cipla Ltd",195
744,"Acicef O 200mg/200mg Tablet","Geneka Biotek",150
745,"Calshore Tablet","Cue Labs",85
746,"Veriaz 250mg Tablet","Veritaz Healthcare Ltd",57
747,"Nucarnit-F Tablet","Emcure Pharmaceuticals Ltd",521.85
748,"Melalite 15 Cream",Abbott,220.48
749,"Cona Tablet","Monokem Labs",11.55
750,"Ornivil Syrup","Vilco Laboratories Pvt Ltd",44.87
751,"Increten M 500mg/20mg Tablet","Saan Labs",177
752,"Ivalp 500mg Tablet","Kivi Labs Ltd",92
753,"Moxiken 125mg Dry Syrup","Kentreck Laboratories Pvt Ltd",25.4
754,"Cfo-T Injection","Wohltat Lifesciences",321
755,"Brumol 250mg Oral Suspension","Brukem Life Care",42
756,"Carepod-CV Dry Syrup","Lezaa Biotech",99
757,"Peptilcer 40 Tablet","Biochem Pharmaceutical Industries",104.65
758,"Cilacar T 20/40 Tablet","J B Chemicals and Pharmaceuticals Ltd",161.79
759,"Calchek 10mg Tablet","Ipca Laboratories Ltd",61.9
760,"Ziglim Plus 2 Tablet SR","FDC Ltd",77
761,"Carypod Tablet DT","Evax Healthcare Pvt Ltd",220
762,"Telmicalm-H Tablet","Assure Pharma",75
763,"Melanorm-HC Cream","Unimarck Pharma India Ltd",125
764,"Roxyvin Kid 50mg Tablet","Torino Labs (P) Ltd",50
765,"Udan 2mg Syrup","Excare Laboratories",33
766,"Que 200mg Tablet","Biologic Psychotropics India Pvt Ltd",93.2
767,"Limapenem 500mg Injection","Ancalima Lifesciences Ltd",1180
768,"Trigenic Syrup","Trigenesis Life Sciences Pvt Ltd",29
769,"EFETRAN 75MG CAPSULE","Novartis India Ltd",60
770,"Indikof LS Syrup Sugar Free","Alkem Laboratories Ltd",107
771,"Profol Spiva 10mg Injection","Claris Lifesciences Ltd",750
772,"Shixone 1000 Injection","Shivon Lifesciences Pvt Ltd",56
773,"Celavi M 10/50 Tablet PR","Ajanta Pharma Ltd",137.59
774,"Iliac 10mg Tablet","Suremed Lifecare Pvt Ltd",75
775,"Cefolin 50mg Dry Syrup","Cablin Healthcare Pvt Ltd",50
776,"Cezipod 50 Dry Syrup","Moderik Healthcare",85
777,"Solutab Tablet","Captab Biotec",80
778,"Vancoled 1gm Injection","Pfizer Ltd",683.04
779,"Tazotop Cream","Sun Pharmaceutical Industries Ltd",92.02
780,"Ketovue 0.5% Eye Drop","Bausch and Lomb India Pvt Ltd",63
781,"Zylocef CV 200 mg/125 mg Tablet","Lupin Ltd",251.25
782,"Megeetron 160mg Tablet","Alkem Laboratories Ltd",810
783,"Resitan Amh Tablet","Bharti Life Sciences",71.42
784,"Zabee L 75mg/20mg Capsule SR","Medok Life Sciences Pvt Ltd",160
785,"Gliri M 2mg/500mg Tablet","Ridham Medicare",46
786,"Refast D 30mg/20mg Capsule SR","Medicraft Group",110
787,"Azikia 500 LB Tablet","Alicanto Drugs Pvt Ltd",167
788,"Doff-OZ 200mg/500mg Tablet","DS Pharma",75
789,"Steadpan Tablet","Aareen Healthcare Pvt Ltd",59
790,"Yosin BRD Tablet","Morstella Biotech",145
791,"Erubin 50mg Injection","RPG Life Sciences Ltd",597
792,"Voglitum-Trio 0.3 Tablet ER","Advance Concept Pharmaceuticals Pvt. Ltd.",179
793,"Anarizin D 15mg/20mg Tablet","Smayan Healthcare Pvt Ltd",45
794,"Het 84.7mg/25.3mg Injection","Harson Laboratories",4.8
795,"Sacdase 20mg Tablet","SAC Pharmaceuticals",69
796,"Nispred 125mg Injection","Neiss Labs Pvt Ltd",240
797,"Trigli LS 2 Tablet SR","Ordain Health Care Global Pvt Ltd",57
798,"Veran 300mg Tablet","Vega Pharma",7
799,"Gastrodeal 40mg Injection","Mini Pharmaceuticals",61
800,"METLEAD G FORTE 2 MG/1000 MG TABLET SR","Glaxo SmithKline Pharmaceuticals Ltd",69
801,"Pain 3 D 100mg/325mg/15mg Tablet","Unique Remedies & Pharmaceutical",82
802,"Wellpred 16 Tablet","Syndicate Life Sciences Pvt Ltd",115
803,"Lowin T Eye Drop","Ahlcon Parenterals  India  Limited",75
804,"Alcopod 200 Tablet DT","Alicia Healthcare",185
805,"Glimrox M1 Tablet PR","Deltis Pharma Private Limited",50
806,"Unipraz-DSR Capsule","Wintech Pharmaceuticals",90
807,"Geocef 200mg Tablet","Bliss Gvs Pharma Limited",93
808,"Telmivas 80mg Tablet","Orchid Chemicals & Pharmaceuticals Ltd",103.33
809,"Taxuba 120mg Injection","Glenmark Pharmaceuticals Ltd",14000
810,"Axcef TZ 1000mg/125mg Injection","Axter Pharmaceuticals Pvt Ltd",190
811,"Micropenam 1g Injection","Micro Labs Ltd",1074
812,"Glitame-M1000 Tablet","Aishwarya Healthcare",112.5
813,"Levosung Oral Drops","Neoliva Formulations",44
